	TF	FBgn	Symbol	Score
84	FBgn0086910_2	FBgn0028516	ZnT35C	22.1148
85	FBgn0086910_2	FBgn0028516	ZnT35C	22.1148
86	FBgn0086910_2	FBgn0028516	ZnT35C	22.1148
87	FBgn0086910_2	FBgn0028516	ZnT35C	22.1148
88	FBgn0086910_2	FBgn0028516	ZnT35C	22.1148
89	FBgn0086910_2	FBgn0259735	CG42389	22.1148
90	FBgn0086910_2	FBgn0259735	CG42389	22.1148
91	FBgn0086910_2	FBgn0259735	CG42389	22.1148
92	FBgn0086910_2	FBgn0259735	CG42389	22.1148
93	FBgn0086910_2	FBgn0259735	CG42389	22.1148
94	FBgn0086910_2	FBgn0259735	CG42389	22.1148
95	FBgn0086910_2	FBgn0261278	grp	22.1148
96	FBgn0086910_2	FBgn0261278	grp	22.1148
97	FBgn0086910_2	FBgn0062978	CG31808	22.1148
98	FBgn0086910_2	FBgn0062978	CG31808	22.1148
99	FBgn0086910_2	FBgn0265815	CR44604	22.1148
100	FBgn0086910_2	FBgn0265816	CR44605	22.1148
101	FBgn0086910_2	FBgn0265815	CR44604	22.1148
102	FBgn0086910_2	FBgn0265816	CR44605	22.1148
103	FBgn0086910_2	FBgn0265680	CR44487	22.1148
104	FBgn0086910_2	FBgn0265680	CR44487	22.1148
105	FBgn0086910_2	FBgn0263049	let	22.1148
106	FBgn0086910_2	FBgn0000464	Lar	22.1148
107	FBgn0086910_2	FBgn0267964	CG46244	22.1148
108	FBgn0086910_2	FBgn0263873	sick	22.1148
109	FBgn0086910_2	FBgn0263873	sick	22.1148
110	FBgn0086910_2	FBgn0263873	sick	22.1148
111	FBgn0086910_2	FBgn0259996	CR40341	22.1148
112	FBgn0086910_2	FBgn0058172	CR40172	22.1148
113	FBgn0086910_2	FBgn0263355	CG31688	22.1148
114	FBgn0086910_2	FBgn0263355	CG31688	22.1148
115	FBgn0086910_2	FBgn0263355	CG31688	22.1148
116	FBgn0086910_2	FBgn0263355	CG31688	22.1148
117	FBgn0086910_2	FBgn0263355	CG31688	22.1148
118	FBgn0086910_2	FBgn0000251	cad	22.1148
119	FBgn0086910_2	FBgn0000251	cad	22.1148
120	FBgn0086910_2	FBgn0000251	cad	22.1148
121	FBgn0086910_2	FBgn0000251	cad	22.1148
122	FBgn0086910_2	FBgn0000251	cad	22.1148
123	FBgn0086910_2	FBgn0000251	cad	22.1148
124	FBgn0086910_2	FBgn0266902	CR45362	22.1148
125	FBgn0086910_2	FBgn0058006	CG40006	22.1148
126	FBgn0020309_2	FBgn0041111	lilli	22.8621
127	FBgn0020309_2	FBgn0024740	Lip2	22.8621
128	FBgn0020309_2	FBgn0000251	cad	22.8621
129	FBgn0020309	FBgn0003963	ush	25.5138
130	FBgn0020309	FBgn0028481	CG4341	25.5138
131	FBgn0020309	FBgn0028481	CG4341	25.5138
132	FBgn0020309	FBgn0264882	CR44073	25.5138
133	FBgn0020309	FBgn0051665	wry	25.5138
134	FBgn0020309	FBgn0053516	dpr3	25.5138
135	FBgn0020309	FBgn0031413	CG9967	25.5138
136	FBgn0020309	FBgn0031414	eys	25.5138
137	FBgn0020309	FBgn0051690	CG31690	25.5138
138	FBgn0020309	FBgn0041111	lilli	25.5138
139	FBgn0020309	FBgn0041111	lilli	25.5138
140	FBgn0020309	FBgn0051774	fred	25.5138
141	FBgn0020309	FBgn0051774	fred	25.5138
142	FBgn0020309	FBgn0031627	CG15630	25.5138
143	FBgn0020309	FBgn0031627	CG15630	25.5138
144	FBgn0020309	FBgn0051660	smog	25.5138
145	FBgn0020309	FBgn0028572	qtc	25.5138
146	FBgn0020309	FBgn0031725	DIP	25.5138
147	FBgn0020309	FBgn0051913	CG31913	25.5138
148	FBgn0020309	FBgn0031738	CG9171	25.5138
149	FBgn0020309	FBgn0031738	CG9171	25.5138
150	FBgn0020309	FBgn0053531	Ddr	25.5138
151	FBgn0020309	FBgn0051632	sens	25.5138
152	FBgn0020309	FBgn0031918	CG6055	25.5138
153	FBgn0020309	FBgn0260486	Ziz	25.5138
154	FBgn0020309	FBgn0264895	RapGAP1	25.5138
155	FBgn0020309	FBgn0045038	Proc	25.5138
156	FBgn0020309	FBgn0085450	Snoo	25.5138
157	FBgn0020309	FBgn0032006	Pvr	25.5138
158	FBgn0020309	FBgn0032151	nAChRalpha6	25.5138
159	FBgn0020309	FBgn0024740	Lip2	25.5138
160	FBgn0020309	FBgn0265793	CR44582	25.5138
161	FBgn0020309	FBgn0051869	CG31869	25.5138
162	FBgn0020309	FBgn0020309	crol	25.5138
163	FBgn0020309	FBgn0000114	bru1	25.5138
164	FBgn0020309	FBgn0028541	TM9SF4	25.5138
165	FBgn0020309	FBgn0283651	CG46301	25.5138
166	FBgn0020309	FBgn0283651	CG46301	25.5138
167	FBgn0020309	FBgn0259213	CG42313	25.5138
168	FBgn0020309	FBgn0045842	yuri	25.5138
169	FBgn0020309	FBgn0013433	beat	25.5138
170	FBgn0020309	FBgn0259735	CG42389	25.5138
171	FBgn0020309	FBgn0259735	CG42389	25.5138
172	FBgn0020309	FBgn0261278	grp	25.5138
173	FBgn0020309	FBgn0062978	CG31808	25.5138
174	FBgn0020309	FBgn0265815	CR44604	25.5138
175	FBgn0020309	FBgn0265816	CR44605	25.5138
176	FBgn0020309	FBgn0265680	CR44487	25.5138
177	FBgn0020309	FBgn0000464	Lar	25.5138
178	FBgn0020309	FBgn0267964	CG46244	25.5138
179	FBgn0020309	FBgn0000464	Lar	25.5138
180	FBgn0020309	FBgn0267964	CG46244	25.5138
181	FBgn0020309	FBgn0263873	sick	25.5138
182	FBgn0020309	FBgn0259996	CR40341	25.5138
183	FBgn0020309	FBgn0058172	CR40172	25.5138
184	FBgn0020309	FBgn0263355	CG31688	25.5138
185	FBgn0020309	FBgn0263355	CG31688	25.5138
186	FBgn0020309	FBgn0266902	CR45362	25.5138
187	FBgn0020309	FBgn0058006	CG40006	25.5138
188	FBgn0020309	FBgn0002566	lt	25.5138
189	FBgn0005630_19	FBgn0051721	Trim9	18.7541
190	FBgn0005630_19	FBgn0000547	ed	18.7541
191	FBgn0005630_19	FBgn0002023	Lim3	18.7541
192	FBgn0036179	FBgn0085423	CG34394	28.8073
193	FBgn0036179_2	FBgn0031294	IA	23
194	FBgn0036179_2	FBgn0261822	Bsg	23
195	FBgn0036179_2	FBgn0085409	CG34380	23
196	FBgn0036179_2	FBgn0085450	Snoo	23
197	FBgn0036179_2	FBgn0013433	beat	23
198	FBgn0036179_2	FBgn0259735	CG42389	23
199	FBgn0086910	FBgn0028481	CG4341	25.4646
200	FBgn0005558_2	FBgn0262160	CG9932	26.0909
201	FBgn0086910	FBgn0031530	pgant2	25.4242
202	FBgn0086910	FBgn0031384	CG4238	25.3636
203	FBgn0086910	FBgn0000114	bru1	25.1717
204	FBgn0034946_2	FBgn0259984	kuz	22.9857
205	FBgn0020309_2	FBgn0011259	Sema	22.8103
206	FBgn0020309_2	FBgn0058006	CG40006	22.8103
207	FBgn0003567	FBgn0032810	CG13077	27.5902
208	FBgn0036179_2	FBgn0003963	ush	22.9857
209	FBgn0036179_2	FBgn0028481	CG4341	22.9857
210	FBgn0036179_2	FBgn0051690	CG31690	22.9857
211	FBgn0036179_2	FBgn0031450	Hrs	22.9857
212	FBgn0036179_2	FBgn0031449	CG31689	22.9857
213	FBgn0036179_2	FBgn0051774	fred	22.9857
214	FBgn0036179_2	FBgn0051774	fred	22.9857
215	FBgn0036179_2	FBgn0000547	ed	22.9857
216	FBgn0036179_2	FBgn0031592	Art2	22.9857
217	FBgn0036179_2	FBgn0010473	tutl	22.9857
218	FBgn0036179_2	FBgn0010473	tutl	22.9857
219	FBgn0036179_2	FBgn0031627	CG15630	22.9857
220	FBgn0036179_2	FBgn0051660	smog	22.9857
221	FBgn0036179_2	FBgn0085409	CG34380	22.9857
222	FBgn0036179_2	FBgn0053531	Ddr	22.9857
223	FBgn0036179_2	FBgn0000320	eya	22.9857
224	FBgn0036179_2	FBgn0051632	sens	22.9857
225	FBgn0036179_2	FBgn0031918	CG6055	22.9857
226	FBgn0036179_2	FBgn0045038	Proc	22.9857
227	FBgn0036179_2	FBgn0085450	Snoo	22.9857
228	FBgn0036179_2	FBgn0011259	Sema	22.9857
229	FBgn0036179_2	FBgn0032151	nAChRalpha6	22.9857
230	FBgn0036179_2	FBgn0032151	nAChRalpha6	22.9857
231	FBgn0036179_2	FBgn0051721	Trim9	22.9857
232	FBgn0036179_2	FBgn0032271	CG7329	22.9857
233	FBgn0036179_2	FBgn0265793	CR44582	22.9857
234	FBgn0036179_2	FBgn0051869	CG31869	22.9857
235	FBgn0036179_2	FBgn0020309	crol	22.9857
236	FBgn0036179_2	FBgn0001961	Arpc1	22.9857
237	FBgn0036179_2	FBgn0283651	CG46301	22.9857
238	FBgn0036179_2	FBgn0283651	CG46301	22.9857
239	FBgn0036179_2	FBgn0045842	yuri	22.9857
240	FBgn0036179_2	FBgn0062978	CG31808	22.9857
241	FBgn0036179_2	FBgn0015609	CadN	22.9857
242	FBgn0036179_2	FBgn0265680	CR44487	22.9857
243	FBgn0036179_2	FBgn0010300	brat	22.9857
244	FBgn0036179_2	FBgn0000464	Lar	22.9857
245	FBgn0036179_2	FBgn0267964	CG46244	22.9857
246	FBgn0036179_2	FBgn0000464	Lar	22.9857
247	FBgn0036179_2	FBgn0267964	CG46244	22.9857
248	FBgn0036179_2	FBgn0000464	Lar	22.9857
249	FBgn0036179_2	FBgn0267964	CG46244	22.9857
250	FBgn0036179_2	FBgn0263873	sick	22.9857
251	FBgn0036179_2	FBgn0259996	CR40341	22.9857
252	FBgn0036179_2	FBgn0058172	CR40172	22.9857
253	FBgn0036179_2	FBgn0058006	CG40006	22.9857
254	FBgn0086910	FBgn0259735	CG42389	24.9192
255	FBgn0086910	FBgn0259213	CG42313	24.9192
256	FBgn0020309_2	FBgn0003963	ush	22.6552
257	FBgn0020309_2	FBgn0028481	CG4341	22.6552
258	FBgn0020309_2	FBgn0028481	CG4341	22.6552
259	FBgn0020309_2	FBgn0028481	CG4341	22.6552
260	FBgn0020309_2	FBgn0028481	CG4341	22.6552
261	FBgn0020309_2	FBgn0031450	Hrs	22.6552
262	FBgn0020309_2	FBgn0031449	CG31689	22.6552
263	FBgn0020309_2	FBgn0031450	Hrs	22.6552
264	FBgn0020309_2	FBgn0031449	CG31689	22.6552
265	FBgn0020309_2	FBgn0041111	lilli	22.6552
266	FBgn0020309_2	FBgn0041111	lilli	22.6552
267	FBgn0020309_2	FBgn0051774	fred	22.6552
268	FBgn0020309_2	FBgn0051774	fred	22.6552
269	FBgn0020309_2	FBgn0051774	fred	22.6552
270	FBgn0020309_2	FBgn0051774	fred	22.6552
271	FBgn0020309_2	FBgn0051774	fred	22.6552
272	FBgn0020309_2	FBgn0051774	fred	22.6552
273	FBgn0020309_2	FBgn0051774	fred	22.6552
274	FBgn0020309_2	FBgn0051774	fred	22.6552
275	FBgn0020309_2	FBgn0051774	fred	22.6552
276	FBgn0020309_2	FBgn0051774	fred	22.6552
277	FBgn0020309_2	FBgn0051774	fred	22.6552
278	FBgn0020309_2	FBgn0031592	Art2	22.6552
279	FBgn0020309_2	FBgn0031592	Art2	22.6552
280	FBgn0020309_2	FBgn0031592	Art2	22.6552
281	FBgn0020309_2	FBgn0031592	Art2	22.6552
282	FBgn0020309_2	FBgn0031592	Art2	22.6552
283	FBgn0020309_2	FBgn0010473	tutl	22.6552
284	FBgn0020309_2	FBgn0031602	CG15431	22.6552
285	FBgn0020309_2	FBgn0031602	CG15431	22.6552
286	FBgn0020309_2	FBgn0031627	CG15630	22.6552
287	FBgn0020309_2	FBgn0051913	CG31913	22.6552
288	FBgn0020309_2	FBgn0031738	CG9171	22.6552
289	FBgn0020309_2	FBgn0085409	CG34380	22.6552
290	FBgn0020309_2	FBgn0053531	Ddr	22.6552
291	FBgn0020309_2	FBgn0031865	Nha1	22.6552
292	FBgn0020309_2	FBgn0031865	Nha1	22.6552
293	FBgn0020309_2	FBgn0031865	Nha1	22.6552
294	FBgn0020309_2	FBgn0031918	CG6055	22.6552
295	FBgn0020309_2	FBgn0031918	CG6055	22.6552
296	FBgn0020309_2	FBgn0031918	CG6055	22.6552
297	FBgn0020309_2	FBgn0031918	CG6055	22.6552
298	FBgn0020309_2	FBgn0260486	Ziz	22.6552
299	FBgn0020309_2	FBgn0260486	Ziz	22.6552
300	FBgn0020309_2	FBgn0264895	RapGAP1	22.6552
301	FBgn0020309_2	FBgn0045038	Proc	22.6552
302	FBgn0020309_2	FBgn0085450	Snoo	22.6552
303	FBgn0020309_2	FBgn0085450	Snoo	22.6552
304	FBgn0020309_2	FBgn0085450	Snoo	22.6552
305	FBgn0020309_2	FBgn0085450	Snoo	22.6552
306	FBgn0020309_2	FBgn0011259	Sema	22.6552
307	FBgn0020309_2	FBgn0011259	Sema	22.6552
308	FBgn0020309_2	FBgn0011259	Sema	22.6552
309	FBgn0020309_2	FBgn0011259	Sema	22.6552
310	FBgn0020309_2	FBgn0011259	Sema	22.6552
311	FBgn0020309_2	FBgn0002973	numb	22.6552
312	FBgn0020309_2	FBgn0032151	nAChRalpha6	22.6552
313	FBgn0020309_2	FBgn0032151	nAChRalpha6	22.6552
314	FBgn0020309_2	FBgn0032151	nAChRalpha6	22.6552
315	FBgn0020309_2	FBgn0032151	nAChRalpha6	22.6552
316	FBgn0020309_2	FBgn0032151	nAChRalpha6	22.6552
317	FBgn0020309_2	FBgn0032271	CG7329	22.6552
318	FBgn0020309_2	FBgn0032271	CG7329	22.6552
319	FBgn0020309_2	FBgn0032271	CG7329	22.6552
320	FBgn0020309_2	FBgn0020309	crol	22.6552
321	FBgn0020309_2	FBgn0020309	crol	22.6552
322	FBgn0020309_2	FBgn0020309	crol	22.6552
323	FBgn0020309_2	FBgn0001961	Arpc1	22.6552
324	FBgn0020309_2	FBgn0001961	Arpc1	22.6552
325	FBgn0020309_2	FBgn0283651	CG46301	22.6552
326	FBgn0020309_2	FBgn0283651	CG46301	22.6552
327	FBgn0020309_2	FBgn0283651	CG46301	22.6552
328	FBgn0020309_2	FBgn0259213	CG42313	22.6552
329	FBgn0020309_2	FBgn0028516	ZnT35C	22.6552
330	FBgn0020309_2	FBgn0028516	ZnT35C	22.6552
331	FBgn0020309_2	FBgn0028516	ZnT35C	22.6552
332	FBgn0020309_2	FBgn0028516	ZnT35C	22.6552
333	FBgn0020309_2	FBgn0028516	ZnT35C	22.6552
334	FBgn0020309_2	FBgn0259735	CG42389	22.6552
335	FBgn0020309_2	FBgn0259735	CG42389	22.6552
336	FBgn0020309_2	FBgn0259735	CG42389	22.6552
337	FBgn0020309_2	FBgn0259735	CG42389	22.6552
338	FBgn0020309_2	FBgn0259735	CG42389	22.6552
339	FBgn0020309_2	FBgn0259735	CG42389	22.6552
340	FBgn0020309_2	FBgn0261278	grp	22.6552
341	FBgn0020309_2	FBgn0261278	grp	22.6552
342	FBgn0020309_2	FBgn0062978	CG31808	22.6552
343	FBgn0020309_2	FBgn0062978	CG31808	22.6552
344	FBgn0020309_2	FBgn0265815	CR44604	22.6552
345	FBgn0020309_2	FBgn0265816	CR44605	22.6552
346	FBgn0020309_2	FBgn0265815	CR44604	22.6552
347	FBgn0020309_2	FBgn0265816	CR44605	22.6552
348	FBgn0020309_2	FBgn0265680	CR44487	22.6552
349	FBgn0020309_2	FBgn0265680	CR44487	22.6552
350	FBgn0020309_2	FBgn0263049	let	22.6552
351	FBgn0020309_2	FBgn0000464	Lar	22.6552
352	FBgn0020309_2	FBgn0267964	CG46244	22.6552
353	FBgn0020309_2	FBgn0263873	sick	22.6552
354	FBgn0020309_2	FBgn0263873	sick	22.6552
355	FBgn0020309_2	FBgn0263873	sick	22.6552
356	FBgn0020309_2	FBgn0259996	CR40341	22.6552
357	FBgn0020309_2	FBgn0058172	CR40172	22.6552
358	FBgn0020309_2	FBgn0263355	CG31688	22.6552
359	FBgn0020309_2	FBgn0263355	CG31688	22.6552
360	FBgn0020309_2	FBgn0263355	CG31688	22.6552
361	FBgn0020309_2	FBgn0263355	CG31688	22.6552
362	FBgn0020309_2	FBgn0263355	CG31688	22.6552
363	FBgn0020309_2	FBgn0000251	cad	22.6552
364	FBgn0020309_2	FBgn0000251	cad	22.6552
365	FBgn0020309_2	FBgn0000251	cad	22.6552
366	FBgn0020309_2	FBgn0000251	cad	22.6552
367	FBgn0020309_2	FBgn0000251	cad	22.6552
368	FBgn0020309_2	FBgn0000251	cad	22.6552
369	FBgn0020309_2	FBgn0266902	CR45362	22.6552
370	FBgn0020309_2	FBgn0058006	CG40006	22.6552
371	FBgn0086910_2	FBgn0003963	ush	21.541
372	FBgn0086910_2	FBgn0011259	Sema	21.541
373	FBgn0086910_2	FBgn0001961	Arpc1	21.541
374	FBgn0086910_2	FBgn0031413	CG9967	21.541
375	FBgn0086910_2	FBgn0031414	eys	21.541
376	FBgn0086910_2	FBgn0085450	Snoo	21.541
377	FBgn0086910_2	FBgn0011259	Sema	21.541
378	FBgn0086910_2	FBgn0085395	Shawl	21.541
379	FBgn0086910_2	FBgn0032151	nAChRalpha6	21.541
380	FBgn0086910_2	FBgn0051721	Trim9	21.541
381	FBgn0086910_2	FBgn0264442	ab	21.541
382	FBgn0086910_2	FBgn0051862	CG31862	21.541
383	FBgn0086910_2	FBgn0000464	Lar	21.541
384	FBgn0086910_2	FBgn0267964	CG46244	21.541
385	FBgn0086910_2	FBgn0005590	scw	21.541
386	FBgn0086910_2	FBgn0000464	Lar	21.541
387	FBgn0086910_2	FBgn0267964	CG46244	21.541
388	FBgn0086910_2	FBgn0051619	nolo	21.541
389	FBgn0086910_2	FBgn0058006	CG40006	21.541
390	FBgn0036179	FBgn0259735	CG42389	27.6697
391	FBgn0086910	FBgn0263354	CG42784	24.7475
392	FBgn0034946_2	FBgn0051814	CG31814	22.7
393	FBgn0086910	FBgn0010300	brat	24.5657
394	FBgn0013469_2	FBgn0031736	CG11030	20.3485
395	FBgn0086910	FBgn0002023	Lim3	24.5152
396	FBgn0034946_3	FBgn0000256	capu	21.3548
397	FBgn0034946_3	FBgn0086447	l	21.3548
398	FBgn0034946_3	FBgn0010300	brat	21.3548
399	FBgn0034946_3	FBgn0085369	Drgx	21.3548
400	FBgn0034946_3	FBgn0264442	ab	21.3548
401	FBgn0086910	FBgn0000547	ed	24.4545
402	FBgn0034946_2	FBgn0031413	CG9967	22.4429
403	FBgn0086910	FBgn0051774	fred	24.4343
404	FBgn0086910	FBgn0031702	fusl	24.4343
405	FBgn0005694_3	FBgn0085201	CG34172	23.0395
406	FBgn0002521_3	FBgn0264815	Pde1c	20.1667
407	FBgn0086910	FBgn0259735	CG42389	24.404
408	FBgn0086910	FBgn0031413	CG9967	24.3939
409	FBgn0086910	FBgn0031414	eys	24.3939
410	FBgn0086910	FBgn0051660	smog	24.3535
411	FBgn0086910	FBgn0264442	ab	24.3535
412	FBgn0010768	FBgn0031738	CG9171	20.8416
413	FBgn0010768	FBgn0259984	kuz	20.8416
414	FBgn0020309	FBgn0041111	lilli	24.4954
415	FBgn0020309	FBgn0051637	CG31637	24.4954
416	FBgn0020309	FBgn0262475	bru2	24.4954
417	FBgn0020309	FBgn0259735	CG42389	24.4954
418	FBgn0020309	FBgn0265814	CR44603	24.4954
419	FBgn0020309	FBgn0051646	DIP	24.4954
420	FBgn0020309	FBgn0264442	ab	24.4954
421	FBgn0020309	FBgn0032633	Lrch	24.4954
422	FBgn0259172_2	FBgn0003255	rk	18.8955
423	FBgn0038787_2	FBgn0086758	chinmo	22.0854
424	FBgn0038787_2	FBgn0085201	CG34172	22.0854
425	FBgn0038787_2	FBgn0000308	chic	22.0854
426	FBgn0038787_2	FBgn0041092	tai	22.0854
427	FBgn0038787_2	FBgn0003016	osp	22.0854
428	FBgn0038787_2	FBgn0266895	CR45355	22.0854
429	FBgn0038787_2	FBgn0086907	Cyt	22.0854
430	FBgn0036179_2	FBgn0028481	CG4341	22.7286
431	FBgn0036179_2	FBgn0053516	dpr3	22.7286
432	FBgn0036179_2	FBgn0031413	CG9967	22.7286
433	FBgn0036179_2	FBgn0031414	eys	22.7286
434	FBgn0036179_2	FBgn0041111	lilli	22.7286
435	FBgn0036179_2	FBgn0085423	CG34394	22.7286
436	FBgn0036179_2	FBgn0000547	ed	22.7286
437	FBgn0036179_2	FBgn0010473	tutl	22.7286
438	FBgn0036179_2	FBgn0260451	CG14042	22.7286
439	FBgn0036179_2	FBgn0260470	SP555	22.7286
440	FBgn0036179_2	FBgn0031681	pgant5	22.7286
441	FBgn0036179_2	FBgn0031725	DIP	22.7286
442	FBgn0036179_2	FBgn0266066	CR44819	22.7286
443	FBgn0036179_2	FBgn0266067	CR44820	22.7286
444	FBgn0036179_2	FBgn0051913	CG31913	22.7286
445	FBgn0036179_2	FBgn0031738	CG9171	22.7286
446	FBgn0036179_2	FBgn0031738	CG9171	22.7286
447	FBgn0036179_2	FBgn0053531	Ddr	22.7286
448	FBgn0036179_2	FBgn0031865	Nha1	22.7286
449	FBgn0036179_2	FBgn0085450	Snoo	22.7286
450	FBgn0036179_2	FBgn0002973	numb	22.7286
451	FBgn0036179_2	FBgn0000114	bru1	22.7286
452	FBgn0036179_2	FBgn0028541	TM9SF4	22.7286
453	FBgn0036179_2	FBgn0263649	CR43640	22.7286
454	FBgn0036179_2	FBgn0261563	wb	22.7286
455	FBgn0036179_2	FBgn0261563	wb	22.7286
456	FBgn0036179_2	FBgn0013433	beat	22.7286
457	FBgn0036179_2	FBgn0259735	CG42389	22.7286
458	FBgn0036179_2	FBgn0265815	CR44604	22.7286
459	FBgn0036179_2	FBgn0265816	CR44605	22.7286
460	FBgn0036179_2	FBgn0041184	Socs36E	22.7286
461	FBgn0036179_2	FBgn0263355	CG31688	22.7286
462	FBgn0036179_2	FBgn0263355	CG31688	22.7286
463	FBgn0036179_2	FBgn0002566	lt	22.7286
464	FBgn0086910_2	FBgn0003963	ush	21.2459
465	FBgn0086910_2	FBgn0028481	CG4341	21.2459
466	FBgn0086910_2	FBgn0264882	CR44073	21.2459
467	FBgn0086910_2	FBgn0051665	wry	21.2459
468	FBgn0086910_2	FBgn0053516	dpr3	21.2459
469	FBgn0086910_2	FBgn0051690	CG31690	21.2459
470	FBgn0086910_2	FBgn0041111	lilli	21.2459
471	FBgn0086910_2	FBgn0041111	lilli	21.2459
472	FBgn0086910_2	FBgn0051774	fred	21.2459
473	FBgn0086910_2	FBgn0051774	fred	21.2459
474	FBgn0086910_2	FBgn0031627	CG15630	21.2459
475	FBgn0086910_2	FBgn0051660	smog	21.2459
476	FBgn0086910_2	FBgn0031702	fusl	21.2459
477	FBgn0086910_2	FBgn0031725	DIP	21.2459
478	FBgn0086910_2	FBgn0031725	DIP	21.2459
479	FBgn0086910_2	FBgn0031738	CG9171	21.2459
